customer_id,home_store,customer_first-name,customer_email,customer_since,loyalty_card_number,birthdate,gender,birth_year
279,3,Kuame Johnston,Wyoming@scelerisque.org,10/02/2019,978-328-0944,12/09/1997,M,1997
280,3,Perry Goodwin,Magee@tincidunt.org,12/02/2019,680-768-2421,13/11/1997,M,1997
281,3,Bernard Benton,Donna@leo.org,15/02/2019,171-977-6356,14/01/1998,M,1998
282,3,Henry Clayton,Sybil@felis.us,18/02/2019,207-938-8688,17/03/1998,M,1998
283,3,Stewart Horn,Hermione@semper.net,21/02/2019,659-205-1456,18/05/1998,M,1998
284,3,Yuli Colon,Ishmael@Pellentesque.edu,23/02/2019,683-787-4693,19/07/1998,M,1998
285,3,Tate Rutledge,Talon@faucibus.com,26/02/2019,684-542-3014,20/09/1998,M,1998
286,3,Josiah Rosales,Blake@porttitor.us,01/03/2019,902-338-0886,21/11/1998,M,1998
287,3,Brody Slater,Tucker@lectus.us,04/03/2019,460-862-1550,22/01/1999,M,1999
288,3,Seth Rutledge,Odysseus@sociis.org,06/03/2019,288-276-8230,25/03/1999,M,1999
289,3,Gregory Hardy,Tanek@ad.net,09/03/2019,514-395-6838,26/05/1999,M,1999
290,3,Ferris Horn,Porter@laoreet.edu,12/03/2019,408-623-8368,27/07/1999,M,1999
291,3,Samuel Callahan,Karina@nulla.us,15/03/2019,551-765-5781,27/09/1999,M,1999
292,3,Eric Richmond,Raja@porttitor.net,17/03/2019,533-334-5928,28/11/1999,M,1999
293,3,Roth Mccall,Carl@lectus.org,20/03/2019,530-812-8258,30/01/2000,M,2000
294,3,Ciaran English,Craig@rhoncus.net,23/03/2019,860-578-2850,01/04/2000,M,2000
295,3,Russell Oneill,Amy@a.us,26/03/2019,188-351-4268,02/06/2000,M,2000
296,3,Ronan Bryant,Amal@egestas.com,28/03/2019,339-324-1083,03/08/2000,M,2000
297,3,Bruno Alston,Illiana@mauris.org,31/03/2019,409-606-8550,04/10/2000,M,2000
298,3,Isaac Delacruz,Bree@orci.us,03/04/2019,159-606-1498,05/12/2000,M,2000
299,3,Carter Kelly,Isaiah@Cum.us,06/04/2019,385-710-8133,05/02/2001,M,2001
300,3,Donovan Reeves,Rhonda@scelerisque.org,09/04/2019,971-834-8561,09/04/2001,M,2001
301,3,Alika Rivas,Yoshi@aliquam.us,04/01/2017,021-443-0682,13/05/1950,F,1950
302,3,Sacha Wall,Yvette@erat.org,06/01/2017,433-102-9277,29/06/1950,F,1950
303,3,Raya Hampton,Martina@malesuada.com,08/01/2017,478-762-8984,14/08/1950,F,1950
304,3,Belle Reyes,Sierra@sodales.net,10/01/2017,930-000-5889,30/09/1950,F,1950
305,3,Brooke Munoz,William@montes.com,12/01/2017,573-552-0754,16/11/1950,F,1950
306,3,Tanisha Wolf,Clinton@varius.edu,14/01/2017,369-236-7140,01/01/1951,F,1951
307,3,Quintessa Franklin,Audrey@mattis.net,16/01/2017,977-781-3835,17/02/1951,F,1951
308,3,Charissa Cobb,Regan@Vivamus.net,18/01/2017,618-483-1616,04/04/1951,F,1951
309,3,Susan Mathis,Cody@tincidunt.edu,20/01/2017,726-654-4316,21/05/1951,F,1951
310,3,Cynthia Hurley,Miriam@arcu.edu,22/01/2017,305-573-4564,07/07/1951,F,1951
311,3,Melodie Dawson,Stacey@nostra.us,24/01/2017,694-557-8383,22/08/1951,F,1951
312,3,Charlotte Webb,Phelan@rutrum.org,26/01/2017,542-155-7242,08/10/1951,F,1951
313,3,Melyssa Jones,Delilah@Duis.edu,28/01/2017,023-851-0936,23/11/1951,F,1951
314,3,Yuri Jacobson,Shea@ante.gov,30/01/2017,371-921-0474,09/01/1952,F,1952
315,3,Kellie Barton,Hyacinth@urna.edu,02/02/2017,236-217-0356,25/02/1952,F,1952
316,3,Camille Glass,Hedley@adipiscing.gov,04/02/2017,448-528-3198,11/04/1952,F,1952
317,3,Reagan Roberts,Echo@Integer.edu,06/02/2017,324-062-4567,28/05/1952,F,1952
318,3,Chelsea Bray,Willow@sem.net,08/02/2017,288-181-8604,13/07/1952,F,1952
319,3,Lesley Benson,Laura@eleifend.net,10/02/2017,685-365-3310,29/08/1952,F,1952
320,3,Denise Matthews,Hannah@facilisis.org,12/02/2017,212-992-5826,15/10/1952,F,1952
321,3,Lillith Lucas,Ulric@varius.com,14/02/2017,365-702-7433,30/11/1952,F,1952
322,3,Brittany Bradshaw,Rina@Duis.us,16/02/2017,927-758-6053,16/01/1953,F,1953
323,3,Cecilia Davidson,Donovan@posuere.org,18/02/2017,764-601-4599,03/03/1953,F,1953
324,3,Emma Cunningham,Yetta@augue.org,20/02/2017,495-345-8164,19/04/1953,F,1953
325,3,Pamela Hays,Wilma@lorem.net,22/02/2017,160-794-1256,05/06/1953,F,1953
326,3,Sandra Andrews,Shaeleigh@mauris.net,24/02/2017,671-876-8210,21/07/1953,F,1953
327,3,Shafira Moss,Len@sociosqu.com,26/02/2017,243-622-5454,06/09/1953,F,1953
328,3,Carla Douglas,Nigel@est.com,28/02/2017,239-263-9162,22/10/1953,F,1953
329,3,Angela Strickland,Alma@id.edu,02/03/2017,978-857-3312,08/12/1953,F,1953
330,3,Chanda Marks,Stewart@consequat.org,05/03/2017,058-713-8690,24/01/1954,F,1954
331,3,Amelia Alvarado,Timon@nec.us,07/03/2017,056-404-4359,11/03/1954,F,1954
332,3,Samantha Riddle,Alvin@purus.net,09/03/2017,114-078-3425,27/04/1954,F,1954
333,3,Chava Guzman,Igor@condimentum.us,11/03/2017,675-302-8631,12/06/1954,F,1954
334,3,Nita Golden,Brynn@hendrerit.org,13/03/2017,719-055-8234,29/07/1954,F,1954
335,3,Zelenia Powell,Denise@faucibus.edu,15/03/2017,197-930-2848,14/09/1954,F,1954
336,3,Aileen Zamora,Declan@dui.com,17/03/2017,182-923-6770,30/10/1954,F,1954
337,3,Dana Curtis,Burton@mus.com,19/03/2017,336-130-4252,16/12/1954,F,1954
338,3,Leslie Acevedo,Yuli@Curae.us,21/03/2017,396-952-2432,31/01/1955,F,1955
339,3,Adena Bradford,Price@venenatis.us,23/03/2017,564-240-9076,19/03/1955,F,1955
340,3,Shannon Mckenzie,Wynter@posuere.net,25/03/2017,282-732-1053,05/05/1955,F,1955
341,3,Katell Dunlap,Sonya@quis.org,27/03/2017,111-197-6166,20/06/1955,F,1955
342,3,Blossom Alford,Boris@molestie.org,29/03/2017,440-720-9943,06/08/1955,F,1955
343,3,Bo Vincent,Aurora@tempor.edu,31/03/2017,155-843-8482,21/09/1955,F,1955
344,3,Avye Koch,Tad@faucibus.us,02/04/2017,977-525-6648,07/11/1955,F,1955
345,3,Barbara Knowles,Magee@aliquam.org,05/04/2017,524-174-8629,24/12/1955,F,1955
346,3,Yuri Nixon,Keegan@morbi.edu,07/04/2017,070-721-0736,08/02/1956,F,1956
347,3,Abra Dotson,Penelope@taciti.org,09/04/2017,659-894-5363,26/03/1956,F,1956
348,3,Whoopi Barrera,Deacon@per.us,11/04/2017,441-523-9048,11/05/1956,F,1956
349,3,Kathleen Langley,Xyla@massa.org,13/04/2017,659-861-9609,27/06/1956,F,1956
350,3,Lucy Kennedy,Kalia@laoreet.com,15/04/2017,431-927-6847,13/08/1956,F,1956
351,3,Hope Fernandez,Baker@justo.net,17/04/2017,343-610-0398,28/09/1956,F,1956
352,3,Ila Goodman,Dante@consequat.com,19/04/2017,739-121-3784,14/11/1956,F,1956
353,3,Penelope Ochoa,Carolyn@lectus.net,21/04/2017,330-949-9264,30/12/1956,F,1956
354,3,Kimberley Larson,Petra@hymenaeos.gov,23/04/2017,182-309-2405,15/02/1957,F,1957
355,3,Rhonda Clayton,Deirdre@condimentum.com,25/04/2017,547-516-4725,03/04/1957,F,1957
356,3,Kalia Drake,Beau@Maecenas.org,27/04/2017,567-912-1942,19/05/1957,F,1957
357,3,Sonia Vaughn,Myra@Donec.com,29/04/2017,804-091-2161,05/07/1957,F,1957
358,3,Kyra Warren,Imani@placerat.org,01/05/2017,703-696-6032,20/08/1957,F,1957
359,3,Nevada Langley,Hanna@magna.net,03/05/2017,291-731-7772,06/10/1957,F,1957
360,3,Giselle Levine,Ishmael@pharetra.gov,06/05/2017,092-528-5807,22/11/1957,F,1957
361,3,Ifeoma Butler,Tyler@luctus.org,08/05/2017,854-385-1287,07/01/1958,F,1958
362,3,Sarah Smith,Petra@et.us,10/05/2017,430-390-1811,23/02/1958,F,1958
363,3,Rowan Woods,Stone@Proin.edu,12/05/2017,769-603-7732,10/04/1958,F,1958
364,3,Xantha Sampson,Savannah@primis.gov,14/05/2017,821-105-7072,27/05/1958,F,1958
365,3,Mary Swanson,Ivory@eu.edu,16/05/2017,783-305-5442,13/07/1958,F,1958
366,3,Eve Delacruz,Naida@id.net,18/05/2017,883-584-0321,28/08/1958,F,1958
367,3,Noelle Salazar,Winifred@mauris.com,20/05/2017,531-429-1760,14/10/1958,F,1958
368,3,Kyra Hampton,Urielle@Nunc.com,22/05/2017,907-531-3069,29/11/1958,F,1958
369,3,Astra Duffy,Abigail@egestas.com,24/05/2017,534-616-4329,15/01/1959,F,1959
370,3,Kameko Knox,Bianca@eget.org,26/05/2017,769-640-0042,03/03/1959,F,1959
371,3,Nevada Ewing,Gregory@nascetur.us,28/05/2017,674-715-8042,18/04/1959,F,1959
372,3,Leigh William,Adena@morbi.org,30/05/2017,394-161-1669,04/06/1959,F,1959
373,3,Eugenia Oconnor,Clare@ad.edu,01/06/2017,725-904-0851,20/07/1959,F,1959
374,3,Audrey Farley,Graham@fringilla.edu,03/06/2017,462-004-9564,05/09/1959,F,1959
375,3,Zelenia Hoffman,Colby@tristique.com,06/06/2017,808-869-9639,22/10/1959,F,1959
376,3,Yael Rich,Gemma@vehicula.org,08/06/2017,762-633-0333,07/12/1959,F,1959
377,3,Cherokee West,Andrew@ornare.com,10/06/2017,592-412-5994,23/01/1960,F,1960
378,3,Zia Gilbert,Burton@nibh.org,12/06/2017,015-632-6747,09/03/1960,F,1960
379,3,Megan Adams,Aquila@ridiculus.net,14/06/2017,188-409-0349,25/04/1960,F,1960
380,3,Deirdre Peterson,Pascale@tortor.net,16/06/2017,837-424-6525,11/06/1960,F,1960
381,3,Charity Harvey,Perry@fermentum.edu,18/06/2017,407-580-6600,27/07/1960,F,1960
382,3,Ciara Rosales,Bethany@nascetur.net,20/06/2017,736-765-8412,12/09/1960,F,1960
383,3,Ariana Howell,Asher@hendrerit.edu,22/06/2017,183-212-8969,28/10/1960,F,1960
384,3,Kylan Hayes,Nell@ornare.edu,24/06/2017,998-034-0664,14/12/1960,F,1960
385,3,Germaine Mitchell,Hop@tempus.gov,26/06/2017,399-990-7145,30/01/1961,F,1961
386,3,Kimberley Vance,Lareina@dictum.gov,28/06/2017,652-834-7981,17/03/1961,F,1961
387,3,Gail Clements,Porter@a.org,30/06/2017,404-679-2554,03/05/1961,F,1961
388,3,Denise Armstrong,Isadora@eleifend.us,02/07/2017,805-724-6813,18/06/1961,F,1961
389,3,Courtney Holden,Preston@suscipit.edu,05/07/2017,789-571-0596,04/08/1961,F,1961
390,3,Tanisha Francis,Savannah@condimentum.org,07/07/2017,792-255-1821,20/09/1961,F,1961
391,3,Anjolie Vargas,Keith@gravida.us,09/07/2017,338-278-3067,05/11/1961,F,1961
392,3,Serena Kane,Raja@accumsan.net,11/07/2017,682-247-2781,22/12/1961,F,1961
393,3,Farrah Hudson,Eric@Proin.org,13/07/2017,545-467-3850,06/02/1962,F,1962
394,3,Imani Juarez,Stephen@Ut.org,15/07/2017,983-776-8983,25/03/1962,F,1962
395,3,Erin Nunez,Cally@venenatis.org,17/07/2017,592-703-3354,11/05/1962,F,1962
396,3,Dai Bennett,Vielka@elementum.com,19/07/2017,499-614-8312,26/06/1962,F,1962
397,3,Buffy Drake,Nasim@penatibus.net,21/07/2017,103-192-4069,12/08/1962,F,1962
398,3,Rhonda Hendrix,Whilemina@Integer.us,23/07/2017,832-989-7707,27/09/1962,F,1962
399,3,Haviva Blanchard,Lysandra@adipiscing.com,25/07/2017,880-584-9921,13/11/1962,F,1962
400,3,Olympia Burns,Moses@Cras.edu,27/07/2017,529-505-2729,30/12/1962,F,1962
401,3,Rhea Wall,Yardley@velit.edu,29/07/2017,712-350-1572,14/02/1963,F,1963
402,3,Sylvia Atkins,Lewis@arcu.gov,31/07/2017,096-351-5369,02/04/1963,F,1963
403,3,Amela Watts,Belle@nibh.net,02/08/2017,682-557-1438,18/05/1963,F,1963
404,3,Maris Williams,Jasper@lacinia.org,05/08/2017,280-484-7631,04/07/1963,F,1963
405,3,Irma Fulton,Charissa@dictum.org,07/08/2017,598-663-3302,20/08/1963,F,1963
406,3,Gemma Rodriguez,Buckminster@semper.gov,09/08/2017,210-322-9268,05/10/1963,F,1963
407,3,Xandra Kim,Lucas@sagittis.gov,11/08/2017,344-473-6312,21/11/1963,F,1963
408,3,Angela Drake,Silas@vulputate.com,13/08/2017,328-277-7321,06/01/1964,F,1964
409,3,Janna Delaney,Seth@vestibulum.com,15/08/2017,048-747-7825,22/02/1964,F,1964
410,3,Vielka Hull,Ray@Donec.edu,17/08/2017,602-997-0035,09/04/1964,F,1964
411,3,Myra Donovan,Rudyard@scelerisque.org,19/08/2017,049-029-2163,25/05/1964,F,1964
412,3,Karyn Bonner,Hashim@euismod.us,21/08/2017,729-646-1949,11/07/1964,F,1964
413,3,Martena Gay,Nicholas@scelerisque.net,23/08/2017,609-427-2295,26/08/1964,F,1964
414,3,McKenzie Burnett,Chelsea@feugiat.org,25/08/2017,079-853-7022,12/10/1964,F,1964
415,3,Nina Adkins,Kato@cursus.us,27/08/2017,768-960-1547,28/11/1964,F,1964
416,3,Kiara Clark,Alisa@varius.com,29/08/2017,802-145-4119,13/01/1965,F,1965
417,3,Hayley Spears,Harriet@magna.edu,31/08/2017,806-379-1972,01/03/1965,F,1965
418,3,Keiko Walls,Theodore@augue.com,02/09/2017,084-428-4672,16/04/1965,F,1965
419,3,Halla Cole,Salvador@Duis.org,05/09/2017,430-854-4973,02/06/1965,F,1965
420,3,Oprah Witt,Roary@Phasellus.edu,07/09/2017,492-079-1187,19/07/1965,F,1965
421,3,Nichole Medina,Carolyn@viverra.org,09/09/2017,754-028-1277,03/09/1965,F,1965
422,3,Samantha Berry,Laith@justo.net,11/09/2017,016-215-0941,20/10/1965,F,1965
423,3,Kylie Hooper,Shellie@Proin.com,13/09/2017,809-903-2967,05/12/1965,F,1965
424,3,Priscilla Madden,Stacy@cursus.us,15/09/2017,649-526-6768,21/01/1966,F,1966
425,3,Savannah Bean,Gemma@sapien.us,17/09/2017,225-169-1316,09/03/1966,F,1966
426,3,Kelsie Rios,Talon@fames.us,19/09/2017,104-518-3834,24/04/1966,F,1966
427,3,Gay Coffey,McKenzie@sem.gov,21/09/2017,660-805-8056,10/06/1966,F,1966
428,3,September Buckner,Ezra@consectetuer.org,23/09/2017,832-816-2799,26/07/1966,F,1966
429,3,Lee Barrett,Jonas@quam.com,25/09/2017,415-261-1740,11/09/1966,F,1966
430,3,Jillian Franco,Bethany@nascetur.org,27/09/2017,664-049-9622,28/10/1966,F,1966
431,3,Jessamine Waller,Asher@facilisis.edu,29/09/2017,844-857-6091,13/12/1966,F,1966
432,3,Nelle Floyd,Alfreda@conubia.edu,01/10/2017,811-322-5713,29/01/1967,F,1967
433,3,Meghan Willis,Acton@Proin.edu,03/10/2017,727-578-9631,16/03/1967,F,1967
434,3,Carla Stevens,Lucian@convallis.org,06/10/2017,842-123-1097,02/05/1967,F,1967
435,3,Buffy Castaneda,Jayme@id.net,08/10/2017,337-999-5649,18/06/1967,F,1967
436,3,Marah Gomez,Kareem@arcu.net,10/10/2017,305-370-8416,03/08/1967,F,1967
437,3,Deborah Myers,Ivor@primis.net,12/10/2017,727-062-2409,19/09/1967,F,1967
438,3,Gay Witt,Dylan@consectetuer.edu,14/10/2017,854-711-7331,04/11/1967,F,1967
439,3,Lael Matthews,Fritz@rutrum.com,16/10/2017,457-657-7509,21/12/1967,F,1967
440,3,Felicia Ramos,Randall@accumsan.us,18/10/2017,273-247-5795,06/02/1968,F,1968
441,3,Yoko Finch,Britanney@et.us,20/10/2017,553-599-0191,23/03/1968,F,1968
442,3,Susan Hart,Lacey@Pellentesque.edu,22/10/2017,870-197-5999,09/05/1968,F,1968
443,3,Georgia Kirby,Kane@condimentum.gov,24/10/2017,619-421-5281,24/06/1968,F,1968
444,3,Scarlet Gill,Kimberley@ac.edu,26/10/2017,264-141-9025,10/08/1968,F,1968
445,3,Maya Moreno,Owen@rutrum.org,28/10/2017,064-641-8434,26/09/1968,F,1968
446,3,Glenna Jennings,Eve@ipsum.gov,30/10/2017,681-175-5936,11/11/1968,F,1968
447,3,Alexa Aguirre,Veronica@molestie.edu,01/11/2017,511-115-1387,28/12/1968,F,1968
448,3,Sandra Ball,Nicholas@est.com,03/11/2017,338-879-0611,12/02/1969,F,1969
449,3,Callie Holmes,Aline@sem.com,06/11/2017,691-223-3821,31/03/1969,F,1969
450,3,Lynn Vance,Derek@Pellentesque.gov,08/11/2017,253-055-7804,17/05/1969,F,1969
451,3,Diana Baird,Rebekah@bibendum.org,10/11/2017,215-020-6026,02/07/1969,F,1969
452,3,Destiny Mcgee,Destiny@magna.edu,12/11/2017,535-822-3389,18/08/1969,F,1969
453,3,Shafira Koch,Shaine@nunc.net,14/11/2017,391-808-7810,03/10/1969,F,1969
454,3,Camille Mcgowan,MacKensie@feugiat.com,16/11/2017,367-601-5927,19/11/1969,F,1969
455,3,Oprah Sears,Orson@parturient.net,18/11/2017,986-092-3846,05/01/1970,F,1970
456,3,Britanney Stuart,Stacy@per.us,20/11/2017,072-964-4264,20/02/1970,F,1970
457,3,Colleen Copeland,Kenneth@nascetur.edu,22/11/2017,550-171-0393,08/04/1970,F,1970
458,3,Mikayla Lambert,Guy@natoque.gov,24/11/2017,501-173-8812,24/05/1970,F,1970
459,3,Macey Washington,Wallace@Vestibulum.com,26/11/2017,475-604-1902,10/07/1970,F,1970
460,3,Carla Miller,Berk@placerat.org,28/11/2017,276-491-8530,26/08/1970,F,1970
461,3,Giselle Ewing,Branden@nisi.org,30/11/2017,674-590-8670,11/10/1970,F,1970
462,3,Hayfa Reid,Cameron@mus.gov,02/12/2017,317-663-8102,27/11/1970,F,1970
463,3,Candice Odonnell,Brady@imperdiet.gov,05/12/2017,362-945-7057,12/01/1971,F,1971
464,3,Molly Cook,Tobias@lobortis.com,07/12/2017,227-333-8634,28/02/1971,F,1971
465,3,Demetria Bates,Kuame@non.org,09/12/2017,918-153-0065,16/04/1971,F,1971
466,3,Stephanie Flores,Walker@Integer.com,11/12/2017,069-385-5506,01/06/1971,F,1971
467,3,Paloma Weeks,Rhoda@metus.com,13/12/2017,219-582-1897,18/07/1971,F,1971
468,3,Linda Perry,Sonia@Phasellus.net,15/12/2017,610-973-3590,02/09/1971,F,1971
469,3,Dacey Donaldson,Russell@magnis.us,17/12/2017,438-172-0889,19/10/1971,F,1971
470,3,Ila Hunt,Rashad@elementum.org,19/12/2017,606-496-9779,05/12/1971,F,1971
471,3,Destiny Finch,Summer@dolor.edu,21/12/2017,540-434-5587,20/01/1972,F,1972
472,3,Keely Hamilton,Mariko@consequat.gov,23/12/2017,403-319-5437,07/03/1972,F,1972
473,3,Ifeoma Tucker,Fuller@pellentesque.org,25/12/2017,480-462-0439,22/04/1972,F,1972
474,3,Iola Rodriquez,Brody@ullamcorper.org,27/12/2017,403-804-7692,08/06/1972,F,1972
475,3,Delilah Strickland,Xavier@nonummy.com,29/12/2017,487-827-5770,25/07/1972,F,1972
476,3,Alexa Hancock,May@Fusce.org,31/12/2017,230-596-2784,09/09/1972,F,1972
477,3,Cecilia Mcfadden,Donna@sapien.edu,02/01/2018,604-632-2873,26/10/1972,F,1972
478,3,Ivana Holland,Vladimir@rutrum.us,05/01/2018,080-248-5135,11/12/1972,F,1972
479,3,Glenna Woodward,Demetria@dis.org,07/01/2018,179-475-7139,27/01/1973,F,1973
480,3,Sigourney Mcdowell,Reed@metus.net,09/01/2018,141-827-3560,15/03/1973,F,1973
481,3,Kirsten Montgomery,Jack@Maecenas.edu,11/01/2018,370-478-7313,30/04/1973,F,1973
482,3,Elizabeth Randall,Kaseem@diam.edu,13/01/2018,063-456-2354,16/06/1973,F,1973
483,3,Wynne Horton,Yael@lobortis.com,15/01/2018,188-868-8635,01/08/1973,F,1973
484,3,Zenaida Sargent,Rachel@elit.edu,17/01/2018,222-349-6271,17/09/1973,F,1973
485,3,Vielka Hanson,Harding@Donec.gov,19/01/2018,145-500-9248,03/11/1973,F,1973
486,3,Eleanor Stephens,Clementine@ullamcorper.us,21/01/2018,028-324-8482,19/12/1973,F,1973
487,3,Amy Combs,Ian@natoque.com,23/01/2018,559-264-8194,04/02/1974,F,1974
488,3,Sierra Rivas,Wayne@tempus.net,25/01/2018,341-149-9026,22/03/1974,F,1974
489,3,Joelle Workman,Perry@nascetur.edu,27/01/2018,108-768-6055,08/05/1974,F,1974
490,3,Cassidy Stein,Rogan@ultricies.net,29/01/2018,534-851-2473,24/06/1974,F,1974
491,3,Jessica Bates,Kasimir@taciti.com,31/01/2018,047-743-7900,09/08/1974,F,1974
492,3,Joelle Cruz,Knox@nibh.gov,02/02/2018,230-639-5075,25/09/1974,F,1974
493,3,Kameko Vaughan,Reagan@facilisis.edu,05/02/2018,624-475-0002,10/11/1974,F,1974
494,3,Ivory Rojas,Calista@quis.org,07/02/2018,958-049-5035,27/12/1974,F,1974
495,3,Rhonda Sears,Abra@ridiculus.org,09/02/2018,455-880-2967,12/02/1975,F,1975
496,3,Violet Singleton,Bert@vulputate.edu,11/02/2018,763-115-2955,30/03/1975,F,1975
497,3,Haviva Hale,Cleo@vitae.com,13/02/2018,803-505-8503,16/05/1975,F,1975
498,3,Mariko Noble,Henry@Curae.com,15/02/2018,909-089-1850,01/07/1975,F,1975
499,3,Mikayla Acevedo,Kylie@nunc.net,17/02/2018,056-353-0091,17/08/1975,F,1975
500,3,Idola Riggs,Jessica@malesuada.net,19/02/2018,988-060-6654,03/10/1975,F,1975
501,3,Lacy Hardy,Drew@fermentum.us,21/02/2018,338-790-4083,18/11/1975,F,1975
502,3,Ella Michael,Gannon@blandit.net,23/02/2018,865-089-6530,04/01/1976,F,1976
503,3,Hayley Sellers,Amir@Cras.net,25/02/2018,489-317-0295,19/02/1976,F,1976
504,3,Laurel Washington,Tarik@felis.us,27/02/2018,690-713-8072,06/04/1976,F,1976
505,3,Miriam Cardenas,Carl@convallis.com,01/03/2018,733-899-4309,23/05/1976,F,1976
506,3,Virginia Knox,Rinah@torquent.us,03/03/2018,990-847-6389,08/07/1976,F,1976
507,3,Haviva Cherry,Harper@montes.us,05/03/2018,377-133-9399,24/08/1976,F,1976
508,3,Mia Hinton,Damon@Class.us,08/03/2018,112-201-0089,09/10/1976,F,1976
509,3,Zelenia Sheppard,Callie@Quisque.gov,10/03/2018,668-243-4212,25/11/1976,F,1976
510,3,Adria Shannon,Otto@Praesent.edu,12/03/2018,414-485-8378,11/01/1977,F,1977
511,3,Erin Christian,Cade@ut.org,14/03/2018,711-861-0253,26/02/1977,F,1977
512,3,Miranda Haynes,Aladdin@mus.us,16/03/2018,369-858-8836,14/04/1977,F,1977
513,3,Molly Wall,Silas@aptent.com,18/03/2018,576-517-9536,30/05/1977,F,1977
514,3,Savannah Bass,Quintessa@lorem.us,20/03/2018,420-022-7159,16/07/1977,F,1977
515,3,Haley Spence,Darryl@risus.edu,22/03/2018,265-939-0297,01/09/1977,F,1977
516,3,Bertha Williamson,Tucker@eleifend.net,24/03/2018,882-828-2223,17/10/1977,F,1977
517,3,Leah Malone,Rachel@nibh.us,26/03/2018,141-532-5963,03/12/1977,F,1977
518,3,Wanda Butler,Patience@eleifend.com,28/03/2018,253-163-2230,18/01/1978,F,1978
519,3,Alexis Valentine,Jolene@dapibus.org,30/03/2018,523-165-2341,06/03/1978,F,1978
520,3,Reagan Mason,Cassidy@quam.edu,01/04/2018,733-621-2211,22/04/1978,F,1978
521,3,Mara Davenport,Keiko@nec.com,03/04/2018,607-028-4620,07/06/1978,F,1978
522,3,Chava Gordon,Dora@congue.net,05/04/2018,589-834-9283,24/07/1978,F,1978
523,3,Jenette Allen,Paki@at.com,08/04/2018,945-706-3166,08/09/1978,F,1978
524,3,Zelenia Davenport,Ora@tristique.net,10/04/2018,274-959-5334,25/10/1978,F,1978
525,3,Fredericka Garner,Paula@ridiculus.us,12/04/2018,231-154-3072,11/12/1978,F,1978
526,3,Jessica May,Judith@dictum.edu,14/04/2018,799-086-7696,26/01/1979,F,1979
527,3,Lara Aguirre,Merritt@aptent.edu,16/04/2018,035-572-4622,14/03/1979,F,1979
528,3,Sage Ferrell,Jarrod@Curae.edu,18/04/2018,447-124-2920,29/04/1979,F,1979
529,3,Pascale Velez,Talon@luctus.edu,20/04/2018,633-332-7412,15/06/1979,F,1979
530,3,Eliana Best,Mark@ornare.org,22/04/2018,726-360-1010,01/08/1979,F,1979
531,3,Hadassah Reyes,Macaulay@parturient.edu,24/04/2018,715-528-8148,16/09/1979,F,1979
532,3,Maggie Emerson,Ferdinand@posuere.gov,26/04/2018,601-073-7567,02/11/1979,F,1979
533,3,Desiree Larson,Kirk@In.us,28/04/2018,376-427-8790,18/12/1979,F,1979
534,3,Latifah Becker,Helen@Integer.org,30/04/2018,649-895-8973,03/02/1980,F,1980
535,3,Alfreda Whitfield,Sybil@litora.com,02/05/2018,280-517-4213,21/03/1980,F,1980
536,3,Linda Barlow,Pamela@mattis.us,04/05/2018,850-847-5175,06/05/1980,F,1980
537,3,Larissa Hansen,Lael@consequat.edu,06/05/2018,779-915-2360,22/06/1980,F,1980
538,3,Kellie Glover,Martin@Lorem.net,09/05/2018,942-466-6471,07/08/1980,F,1980
539,3,Kim Allison,Damian@eros.org,11/05/2018,223-433-9288,23/09/1980,F,1980
540,3,Cherokee Lambert,Barry@massa.edu,13/05/2018,113-524-2265,09/11/1980,F,1980
541,3,Selma Carpenter,Merrill@porta.com,15/05/2018,114-001-5060,25/12/1980,F,1980
542,3,Noelle Winters,Hakeem@eu.edu,17/05/2018,565-859-8943,10/02/1981,F,1981
543,3,Montana Haley,Mason@dictum.us,19/05/2018,795-769-9903,28/03/1981,F,1981
544,3,Amaya Osborne,Xavier@dolor.edu,21/05/2018,036-201-4795,14/05/1981,F,1981
545,3,Rhonda Mcguire,Garth@placerat.com,23/05/2018,294-150-5257,30/06/1981,F,1981
546,3,Jillian Saunders,Carter@ullamcorper.gov,25/05/2018,128-485-2628,15/08/1981,F,1981
547,3,Ora Shields,Otto@sem.com,27/05/2018,447-380-8212,01/10/1981,F,1981
548,3,Raya Sanders,Carla@hymenaeos.edu,29/05/2018,878-481-9768,16/11/1981,F,1981
549,3,Tanisha Robinson,Rudyard@suscipit.com,31/05/2018,832-222-8038,02/01/1982,F,1982
550,3,Mia Jensen,Ira@ante.com,02/06/2018,631-803-0191,18/02/1982,F,1982
551,3,Yetta Simpson,Lara@nostra.com,04/06/2018,745-477-0952,05/04/1982,F,1982
552,3,Meredith Carrillo,Ulric@est.org,07/06/2018,015-818-4557,22/05/1982,F,1982
553,3,Camille Bennett,Ryan@Cras.org,09/06/2018,134-851-9585,07/07/1982,F,1982
554,3,Whilemina Hurley,Amena@accumsan.com,11/06/2018,925-833-0197,23/08/1982,F,1982
555,3,Venus Armstrong,Grady@suscipit.us,13/06/2018,275-011-9087,09/10/1982,F,1982
556,3,Cara Solis,Cynthia@conubia.org,15/06/2018,615-958-2420,24/11/1982,F,1982
557,3,Selma Blackburn,Rebekah@dictum.us,17/06/2018,310-298-0777,10/01/1983,F,1983
558,3,Melissa Johnson,Luke@eget.net,19/06/2018,816-924-9433,25/02/1983,F,1983
